var1,user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
1971,1972.0,22.0,Female,Desktop,4.62,2.0,0.0,2.0,0.0,,1.0,18.47,93.58,0.0
1972,1973.0,21.0,Male,,22.36,10.0,10.0,6.0,0.0,1.0,1.0,16.18,14.86,1.0
1973,1974.0,36.0,Female,Desktop,18.08,15.0,9.0,9.0,1.0,1.0,0.0,23.16,34.44,1.0
1974,1975.0,57.0,Female,Mobile,13.73,17.0,14.0,7.0,0.0,0.0,0.0,,33.64,1.0
1975,1976.0,31.0,Male,Mobile,6.15,5.0,7.0,0.0,0.0,0.0,0.0,1.0,62.32,0.0
1976,1977.0,23.0,Male,Mobile,11.04,14.0,10.0,6.0,1.0,1.0,1.0,21.15,76.15,1.0
1977,1978.0,43.0,Female,Tablet,15.02,10.0,11.0,6.0,1.0,1.0,1.0,14.87,55.09,1.0
1978,1979.0,23.0,Male,Mobile,15.4,2.0,1.0,0.0,0.0,1.0,1.0,4.27,,0.0
1979,1980.0,30.0,,Tablet,4.0,2.0,4.0,0.0,1.0,1.0,1.0,10.24,51.94,0.0
1980,1981.0,40.0,Female,Tablet,20.53,11.0,8.0,3.0,1.0,1.0,1.0,16.05,24.19,1.0
1981,1982.0,41.0,Female,Mobile,,5.0,4.0,0.0,0.0,0.0,0.0,5.84,84.12,0.0
1982,1983.0,,Female,Mobile,10.74,12.0,9.0,7.0,0.0,0.0,0.0,12.23,10.1,1.0
1983,1984.0,,Female,Mobile,12.6,11.0,6.0,5.0,0.0,1.0,0.0,12.93,1.19,1.0
1984,1985.0,34.0,Female,Mobile,28.88,10.0,10.0,4.0,1.0,1.0,1.0,22.74,3.01,1.0
1985,1986.0,22.0,Female,Desktop,8.11,13.0,7.0,6.0,1.0,1.0,1.0,17.66,1.0,1.0
1986,1987.0,38.0,Female,Desktop,15.81,4.0,4.0,3.0,0.0,0.0,1.0,9.52,76.49,0.0
1987,1988.0,18.0,Female,Mobile,14.24,14.0,13.0,3.0,0.0,1.0,0.0,25.53,72.39,1.0
1988,1989.0,31.0,Female,Mobile,16.25,10.0,4.0,3.0,1.0,0.0,1.0,16.92,20.74,1.0
1989,1990.0,25.0,Female,Mobile,13.95,7.0,7.0,2.0,1.0,,1.0,15.13,88.73,0.0
1990,,34.0,Female,Mobile,7.0,2.0,6.0,0.0,0.0,0.0,0.0,8.4,41.34,0.0
1991,1992.0,54.0,Female,Mobile,14.6,11.0,9.0,7.0,0.0,0.0,0.0,13.0,13.88,1.0
1992,1993.0,21.0,Female,Mobile,3.73,4.0,4.0,0.0,1.0,0.0,1.0,11.24,49.49,0.0
1993,1994.0,42.0,Female,Mobile,21.11,11.0,4.0,3.0,0.0,0.0,1.0,12.2,17.52,1.0
1994,1995.0,33.0,Female,Desktop,8.63,7.0,6.0,2.0,1.0,0.0,1.0,1.79,99.0,0.0
1995,1996.0,28.0,Female,Mobile,1.0,5.0,0.0,1.0,0.0,0.0,1.0,7.26,95.75,0.0
1996,1997.0,19.0,Female,Mobile,10.42,7.0,8.0,1.0,1.0,,0.0,13.97,51.7,0.0
1997,1998.0,42.0,Male,Mobile,15.77,13.0,6.0,3.0,1.0,1.0,1.0,23.39,43.27,1.0
1998,1999.0,47.0,Female,Mobile,13.86,12.0,10.0,,0.0,1.0,1.0,6.21,44.71,1.0
1999,2000.0,27.0,Male,Mobile,18.02,13.0,9.0,9.0,1.0,1.0,1.0,17.08,22.33,1.0
2000,2001.0,25.0,Female,Mobile,20.6,16.0,5.0,7.0,1.0,0.0,1.0,4.35,71.53,1.0
2001,2002.0,33.0,Female,Desktop,19.55,14.0,7.0,4.0,0.0,0.0,1.0,23.76,14.77,1.0
2002,2003.0,30.0,Male,Mobile,11.02,9.0,0.0,1.0,1.0,1.0,1.0,22.06,93.6,0.0
2003,2004.0,40.0,Male,Mobile,14.2,13.0,14.0,5.0,0.0,1.0,1.0,18.21,21.97,1.0
2004,2005.0,18.0,Male,Desktop,25.91,9.0,8.0,7.0,1.0,1.0,0.0,16.58,50.1,1.0
2005,2006.0,20.0,Male,Desktop,11.97,7.0,0.0,0.0,0.0,0.0,1.0,7.08,52.84,0.0
2006,2007.0,26.0,Female,Mobile,17.41,14.0,10.0,4.0,1.0,1.0,1.0,13.89,33.35,1.0
2007,2008.0,21.0,Male,Desktop,15.37,1.0,7.0,0.0,0.0,1.0,0.0,6.19,67.25,0.0
2008,2009.0,23.0,Male,Desktop,17.03,12.0,1.0,9.0,1.0,0.0,1.0,12.3,8.72,1.0
2009,2010.0,59.0,Male,Mobile,20.66,5.0,6.0,7.0,0.0,0.0,1.0,19.75,42.08,1.0
2010,2011.0,34.0,Male,Mobile,21.81,11.0,9.0,6.0,0.0,1.0,1.0,19.62,36.87,1.0
2011,2012.0,23.0,Female,Desktop,25.81,12.0,8.0,6.0,0.0,1.0,1.0,20.87,13.73,1.0
2012,2013.0,37.0,Female,Tablet,6.75,7.0,6.0,0.0,0.0,0.0,1.0,2.98,70.55,0.0
2013,2014.0,40.0,Male,Mobile,19.38,10.0,8.0,5.0,1.0,1.0,0.0,24.23,27.69,1.0
2014,2015.0,39.0,Male,Mobile,6.34,5.0,6.0,2.0,0.0,0.0,0.0,3.85,35.96,0.0
2015,2016.0,40.0,Male,Mobile,14.69,14.0,5.0,8.0,0.0,0.0,0.0,8.8,58.78,1.0
2016,2017.0,24.0,Male,Mobile,22.85,16.0,10.0,8.0,,1.0,1.0,10.4,65.92,1.0
2017,2018.0,50.0,Male,Mobile,10.37,1.0,4.0,2.0,1.0,0.0,0.0,3.52,97.31,0.0
2018,2019.0,18.0,Female,Desktop,12.61,10.0,11.0,6.0,1.0,1.0,0.0,15.29,81.07,1.0
2019,2020.0,23.0,Female,Desktop,10.75,4.0,2.0,0.0,0.0,1.0,1.0,8.63,79.2,0.0
2020,2021.0,35.0,Female,Tablet,,3.0,2.0,0.0,1.0,0.0,,4.64,63.44,0.0
2021,2022.0,36.0,Male,Mobile,13.49,8.0,1.0,1.0,1.0,0.0,,6.67,60.58,0.0
2022,2023.0,32.0,Male,Mobile,9.57,14.0,11.0,1.0,1.0,0.0,0.0,3.06,92.2,0.0
2023,2024.0,49.0,Male,Mobile,12.75,11.0,13.0,4.0,0.0,0.0,,19.18,1.89,1.0
2024,2025.0,30.0,Female,Desktop,5.85,14.0,10.0,4.0,1.0,0.0,1.0,29.11,32.41,1.0
2025,2026.0,30.0,Female,Desktop,,13.0,9.0,5.0,0.0,0.0,1.0,21.1,48.1,1.0
2026,2027.0,32.0,Male,,17.42,6.0,5.0,3.0,0.0,1.0,0.0,1.0,63.67,0.0
2027,2028.0,50.0,Male,Mobile,12.63,9.0,5.0,3.0,0.0,0.0,0.0,3.54,58.22,0.0
2028,2029.0,30.0,Female,Desktop,30.0,9.0,5.0,9.0,1.0,1.0,,12.81,38.88,1.0
2029,2030.0,36.0,Male,Desktop,6.11,1.0,6.0,2.0,1.0,0.0,0.0,19.7,99.0,0.0
2030,2031.0,34.0,Female,Desktop,18.74,7.0,6.0,9.0,1.0,0.0,1.0,17.87,32.26,1.0
2031,2032.0,38.0,Female,Mobile,16.18,2.0,6.0,0.0,0.0,1.0,0.0,1.0,70.77,0.0
2032,2033.0,42.0,Male,Desktop,15.79,7.0,5.0,7.0,1.0,1.0,1.0,19.47,22.67,1.0
2033,2034.0,18.0,Female,Tablet,10.32,,1.0,1.0,0.0,0.0,1.0,3.15,91.42,0.0
2034,2035.0,38.0,Male,Tablet,9.07,4.0,6.0,1.0,1.0,1.0,1.0,22.39,77.67,0.0
2035,2036.0,18.0,Male,Mobile,19.58,17.0,11.0,5.0,0.0,1.0,0.0,18.8,36.51,1.0
2036,2037.0,33.0,Male,Tablet,14.88,12.0,11.0,8.0,1.0,0.0,0.0,19.24,27.3,1.0
2037,2038.0,30.0,Female,Tablet,10.18,11.0,10.0,7.0,1.0,1.0,1.0,18.89,62.89,1.0
2038,2039.0,33.0,Female,Mobile,15.49,9.0,9.0,5.0,1.0,1.0,1.0,18.8,22.39,1.0
2039,2040.0,32.0,Female,Mobile,19.41,14.0,3.0,6.0,1.0,1.0,0.0,24.84,44.97,1.0
2040,2041.0,31.0,Female,Mobile,13.47,4.0,6.0,1.0,1.0,0.0,1.0,3.49,77.05,0.0
2041,2042.0,45.0,Female,Mobile,4.49,2.0,4.0,0.0,1.0,0.0,1.0,9.97,89.81,0.0
2042,2043.0,27.0,Male,Mobile,5.53,1.0,5.0,1.0,1.0,0.0,0.0,5.32,99.0,0.0
2043,2044.0,35.0,Female,Mobile,20.15,14.0,10.0,6.0,1.0,1.0,1.0,9.55,54.6,1.0
2044,2045.0,35.0,Male,Tablet,16.18,7.0,5.0,5.0,0.0,0.0,1.0,13.81,,0.0
2045,2046.0,39.0,Male,Mobile,6.4,6.0,5.0,2.0,0.0,0.0,0.0,,94.9,0.0
2046,2047.0,38.0,Male,Mobile,14.8,10.0,9.0,4.0,1.0,1.0,1.0,13.44,57.89,1.0
2047,2048.0,41.0,Male,Mobile,9.37,4.0,4.0,0.0,1.0,0.0,1.0,3.75,75.46,0.0
2048,2049.0,18.0,Male,,24.49,1.0,4.0,0.0,1.0,0.0,1.0,4.84,83.19,0.0
2049,2050.0,26.0,Male,Mobile,25.68,15.0,,7.0,1.0,0.0,1.0,12.3,36.33,1.0
2050,2051.0,36.0,Female,Desktop,10.71,13.0,8.0,8.0,1.0,1.0,1.0,21.95,16.68,1.0
2051,2052.0,40.0,Female,Mobile,18.6,5.0,12.0,9.0,1.0,0.0,1.0,17.95,55.04,1.0
2052,2053.0,54.0,Male,Mobile,21.99,14.0,8.0,2.0,1.0,0.0,0.0,12.64,24.61,1.0
2053,2054.0,34.0,Male,Mobile,9.0,9.0,8.0,0.0,1.0,1.0,0.0,12.98,80.84,0.0
2054,2055.0,27.0,Male,Mobile,6.64,4.0,4.0,3.0,0.0,0.0,1.0,6.08,79.37,0.0
2055,2056.0,,Female,Mobile,10.98,4.0,3.0,0.0,1.0,1.0,0.0,1.0,76.47,0.0
2056,2057.0,26.0,Male,Mobile,12.17,12.0,9.0,6.0,1.0,1.0,0.0,19.52,25.74,1.0
2057,2058.0,26.0,Female,Tablet,23.7,15.0,9.0,5.0,1.0,1.0,1.0,23.32,3.78,1.0
2058,2059.0,25.0,Male,Tablet,7.46,5.0,7.0,1.0,1.0,0.0,1.0,12.77,99.0,0.0
2059,2060.0,29.0,Male,Desktop,10.51,6.0,1.0,0.0,0.0,0.0,1.0,5.55,34.22,0.0
2060,2061.0,19.0,Male,Mobile,,11.0,8.0,9.0,1.0,,0.0,28.25,41.68,1.0
2061,2062.0,28.0,Male,Mobile,22.42,15.0,8.0,6.0,1.0,1.0,0.0,21.91,57.97,1.0
2062,2063.0,36.0,Female,Desktop,18.35,2.0,3.0,4.0,1.0,0.0,1.0,3.57,90.25,0.0
2063,2064.0,36.0,Female,Mobile,22.23,12.0,7.0,6.0,1.0,0.0,0.0,17.17,21.69,1.0
2064,2065.0,38.0,Male,Desktop,9.97,16.0,8.0,8.0,0.0,1.0,1.0,23.08,32.24,1.0
2065,2066.0,26.0,Male,Tablet,1.52,7.0,3.0,0.0,0.0,0.0,0.0,9.22,54.48,0.0
2066,2067.0,48.0,Female,Desktop,9.64,14.0,14.0,8.0,1.0,1.0,1.0,23.82,53.79,1.0
2067,2068.0,34.0,Male,Desktop,18.29,8.0,6.0,5.0,1.0,1.0,0.0,15.49,31.75,1.0
2068,2069.0,28.0,Male,,19.03,14.0,7.0,5.0,0.0,1.0,0.0,14.66,8.21,1.0
2069,2070.0,23.0,Male,Tablet,19.55,11.0,5.0,8.0,1.0,0.0,1.0,25.4,3.39,1.0
2070,2071.0,38.0,Male,Mobile,5.57,9.0,3.0,1.0,1.0,0.0,,5.28,75.46,0.0
2071,2072.0,18.0,Female,Desktop,17.96,10.0,12.0,7.0,1.0,1.0,1.0,23.9,31.15,1.0
2072,2073.0,30.0,Female,Mobile,8.19,11.0,7.0,7.0,1.0,0.0,0.0,9.53,3.38,1.0
2073,2074.0,33.0,Female,Mobile,5.79,4.0,2.0,1.0,0.0,1.0,1.0,18.2,62.14,0.0
2074,2075.0,51.0,Male,Mobile,8.94,1.0,0.0,2.0,0.0,0.0,0.0,4.98,70.06,0.0
2075,2076.0,33.0,Female,Desktop,8.16,4.0,0.0,3.0,0.0,1.0,0.0,10.68,76.65,0.0
2076,2077.0,40.0,Female,Tablet,10.15,13.0,5.0,6.0,1.0,0.0,1.0,25.56,13.04,1.0
2077,2078.0,34.0,Female,Mobile,25.7,14.0,8.0,7.0,1.0,1.0,1.0,18.53,48.55,1.0
2078,2079.0,26.0,Female,Desktop,9.77,1.0,0.0,0.0,0.0,0.0,1.0,18.53,71.79,0.0
2079,2080.0,39.0,Female,Mobile,1.0,7.0,3.0,3.0,0.0,1.0,1.0,2.41,73.57,0.0
2080,2081.0,33.0,Male,Mobile,14.62,6.0,10.0,7.0,1.0,1.0,1.0,12.02,21.67,1.0
2081,2082.0,44.0,Female,Desktop,5.42,14.0,11.0,3.0,1.0,0.0,0.0,18.36,24.5,1.0
2082,,33.0,Male,Mobile,21.82,12.0,14.0,5.0,0.0,1.0,1.0,12.58,51.7,1.0
2083,2084.0,18.0,Male,Desktop,8.54,6.0,,0.0,0.0,1.0,0.0,4.06,69.04,0.0
2084,2085.0,38.0,Female,Mobile,2.99,3.0,0.0,2.0,0.0,0.0,1.0,1.0,68.68,0.0
2085,2086.0,36.0,Female,Desktop,23.62,8.0,12.0,4.0,1.0,0.0,0.0,27.9,8.45,1.0
2086,2087.0,26.0,Female,Mobile,22.24,12.0,8.0,8.0,0.0,0.0,0.0,18.95,33.16,1.0
2087,2088.0,28.0,Male,Tablet,11.2,8.0,5.0,1.0,1.0,0.0,0.0,4.77,44.4,0.0
2088,2089.0,27.0,Male,Tablet,12.11,3.0,4.0,1.0,0.0,0.0,1.0,6.6,66.65,0.0
2089,2090.0,31.0,Male,Tablet,18.25,5.0,6.0,4.0,1.0,1.0,0.0,14.04,1.0,1.0
2090,2091.0,50.0,Female,Mobile,14.63,6.0,7.0,0.0,1.0,0.0,0.0,5.86,,0.0
2091,2092.0,35.0,Female,Mobile,,7.0,5.0,2.0,0.0,0.0,1.0,5.66,46.27,0.0
2092,2093.0,24.0,Female,Tablet,20.13,9.0,10.0,9.0,1.0,1.0,1.0,3.17,25.73,1.0
2093,2094.0,32.0,Male,Desktop,11.41,2.0,4.0,3.0,0.0,0.0,1.0,19.93,66.4,0.0
2094,2095.0,41.0,Female,Mobile,24.68,9.0,7.0,1.0,0.0,1.0,0.0,28.81,,1.0
2095,2096.0,45.0,Male,Mobile,16.5,6.0,,3.0,0.0,1.0,0.0,1.0,78.44,0.0
2096,,44.0,Male,Desktop,3.5,4.0,3.0,2.0,0.0,1.0,0.0,10.69,66.93,0.0
2097,2098.0,42.0,Female,Desktop,7.28,6.0,0.0,1.0,,0.0,,1.0,80.19,0.0
2098,2099.0,33.0,Male,Mobile,13.62,6.0,2.0,3.0,1.0,0.0,0.0,5.0,78.97,0.0
2099,2100.0,44.0,Male,Mobile,25.52,15.0,8.0,6.0,0.0,1.0,1.0,12.17,43.19,1.0
2100,2101.0,44.0,Female,Desktop,10.53,4.0,0.0,0.0,1.0,0.0,1.0,7.77,69.28,0.0
2101,2102.0,51.0,Female,Mobile,6.42,2.0,4.0,0.0,0.0,1.0,1.0,4.24,67.8,0.0
2102,2103.0,46.0,Female,Tablet,25.78,14.0,10.0,8.0,1.0,0.0,1.0,27.66,36.59,1.0
2103,2104.0,36.0,Male,Desktop,5.52,10.0,0.0,4.0,0.0,0.0,1.0,3.32,75.59,0.0
2104,2105.0,22.0,Female,Desktop,14.78,1.0,,2.0,1.0,0.0,1.0,1.0,63.26,0.0
2105,2106.0,18.0,Female,Desktop,24.12,13.0,8.0,5.0,1.0,1.0,1.0,14.04,40.26,1.0
2106,2107.0,38.0,Male,Mobile,16.36,5.0,2.0,1.0,1.0,0.0,0.0,11.07,65.1,0.0
2107,,42.0,Male,Desktop,12.6,4.0,5.0,5.0,0.0,0.0,0.0,11.78,53.49,0.0
2108,2109.0,31.0,,Mobile,22.67,13.0,7.0,8.0,1.0,0.0,0.0,16.77,29.62,1.0
2109,2110.0,34.0,Male,Mobile,14.09,4.0,6.0,1.0,1.0,1.0,1.0,15.65,58.83,0.0
2110,2111.0,21.0,Male,Mobile,14.22,12.0,6.0,8.0,1.0,1.0,1.0,17.51,31.5,1.0
2111,2112.0,35.0,Female,Mobile,7.07,12.0,8.0,4.0,1.0,1.0,1.0,23.49,64.45,1.0
2112,2113.0,26.0,Male,Mobile,17.12,16.0,11.0,8.0,0.0,0.0,1.0,16.8,1.0,1.0
2113,2114.0,27.0,Female,Desktop,10.56,1.0,4.0,0.0,0.0,0.0,1.0,10.74,77.27,0.0
2114,2115.0,18.0,Male,Mobile,1.0,3.0,3.0,0.0,0.0,0.0,0.0,19.76,95.21,0.0
2115,2116.0,33.0,Female,Mobile,13.63,13.0,6.0,6.0,1.0,1.0,0.0,12.71,36.56,1.0
2116,2117.0,27.0,Male,Desktop,15.16,11.0,7.0,8.0,0.0,1.0,1.0,14.74,29.62,1.0
2117,2118.0,33.0,Male,Desktop,15.09,5.0,3.0,1.0,1.0,0.0,0.0,8.06,81.29,0.0
2118,2119.0,35.0,Male,Tablet,23.19,17.0,,2.0,1.0,1.0,0.0,23.74,,1.0
2119,2120.0,46.0,Male,Desktop,9.04,4.0,3.0,0.0,0.0,0.0,1.0,8.95,99.0,0.0
2120,2121.0,20.0,Male,Tablet,5.56,5.0,3.0,4.0,0.0,1.0,1.0,11.21,53.99,0.0
2121,2122.0,23.0,Male,Desktop,21.28,9.0,10.0,7.0,1.0,1.0,1.0,15.68,1.0,1.0
2122,2123.0,36.0,Male,Mobile,6.79,,4.0,0.0,1.0,0.0,0.0,3.91,74.05,0.0
2123,2124.0,32.0,Female,Desktop,18.05,18.0,5.0,4.0,0.0,1.0,1.0,17.67,1.0,1.0
2124,2125.0,31.0,Male,Desktop,12.78,6.0,1.0,1.0,0.0,0.0,1.0,14.48,64.46,0.0
2125,2126.0,22.0,Female,Mobile,24.68,12.0,3.0,0.0,1.0,1.0,1.0,15.54,99.0,0.0
2126,2127.0,23.0,Female,Desktop,7.77,3.0,6.0,0.0,1.0,1.0,0.0,13.28,60.31,0.0
2127,2128.0,27.0,,Mobile,17.1,9.0,6.0,,1.0,1.0,0.0,21.64,39.11,1.0
2128,2129.0,40.0,Male,Mobile,9.23,9.0,0.0,0.0,1.0,,1.0,5.49,80.77,0.0
2129,2130.0,31.0,Male,Desktop,12.41,9.0,5.0,5.0,1.0,1.0,1.0,19.18,37.91,1.0
2130,2131.0,26.0,Male,Mobile,22.81,10.0,9.0,4.0,0.0,1.0,1.0,24.48,28.22,1.0
2131,2132.0,39.0,Male,Tablet,20.53,13.0,9.0,4.0,1.0,1.0,1.0,17.59,2.77,1.0
2132,2133.0,20.0,Female,Tablet,19.86,3.0,,2.0,1.0,0.0,0.0,4.97,48.95,0.0
2133,2134.0,37.0,,Desktop,12.91,7.0,7.0,3.0,0.0,0.0,0.0,11.64,88.05,0.0
2134,2135.0,42.0,Male,Mobile,7.57,7.0,0.0,0.0,0.0,1.0,,2.04,78.59,0.0
2135,2136.0,21.0,Male,Desktop,6.29,3.0,2.0,1.0,1.0,1.0,0.0,20.06,99.0,0.0
2136,2137.0,,Male,Mobile,18.05,14.0,9.0,6.0,1.0,0.0,1.0,21.56,46.27,1.0
2137,2138.0,42.0,Female,Desktop,10.14,11.0,5.0,2.0,0.0,0.0,1.0,10.6,73.14,0.0
2138,2139.0,24.0,Male,Tablet,14.64,14.0,13.0,2.0,1.0,1.0,1.0,20.04,62.3,1.0
2139,2140.0,48.0,Male,Mobile,7.01,6.0,1.0,0.0,,0.0,0.0,10.98,67.18,0.0
2140,2141.0,39.0,Female,Mobile,9.69,8.0,5.0,0.0,0.0,1.0,1.0,,50.83,0.0
2141,2142.0,42.0,Female,Mobile,,1.0,3.0,3.0,0.0,,0.0,2.37,83.4,0.0
2142,2143.0,31.0,Female,Mobile,16.81,5.0,4.0,0.0,0.0,0.0,1.0,10.06,67.48,0.0
2143,2144.0,23.0,Male,Tablet,22.26,15.0,11.0,7.0,0.0,,1.0,10.38,18.16,1.0
2144,2145.0,39.0,Male,Desktop,12.14,13.0,9.0,8.0,0.0,1.0,,16.17,45.11,1.0
2145,2146.0,34.0,Male,Desktop,9.05,5.0,4.0,1.0,0.0,0.0,0.0,4.14,53.15,0.0
2146,2147.0,24.0,Female,Tablet,23.83,10.0,,7.0,1.0,1.0,0.0,14.46,,1.0
2147,2148.0,35.0,Male,Mobile,22.55,15.0,4.0,7.0,1.0,1.0,1.0,16.62,33.22,1.0
2148,2149.0,18.0,Male,Mobile,24.08,14.0,4.0,5.0,1.0,1.0,,12.57,41.73,1.0
2149,2150.0,54.0,Male,Desktop,1.0,7.0,8.0,0.0,1.0,0.0,1.0,16.67,67.35,0.0
2150,2151.0,,Male,Desktop,21.92,14.0,7.0,6.0,,1.0,0.0,16.29,38.92,1.0
2151,2152.0,26.0,Female,Mobile,12.69,14.0,12.0,5.0,1.0,1.0,1.0,25.07,37.2,1.0
2152,2153.0,33.0,Male,Mobile,6.31,8.0,2.0,0.0,0.0,0.0,0.0,4.12,58.77,0.0
2153,2154.0,39.0,Male,Mobile,14.1,8.0,5.0,2.0,1.0,0.0,0.0,4.99,71.82,0.0
2154,2155.0,42.0,Male,Desktop,15.12,11.0,12.0,6.0,1.0,0.0,1.0,20.81,3.63,1.0
2155,2156.0,32.0,Male,Mobile,16.19,14.0,7.0,4.0,1.0,1.0,1.0,18.96,30.53,1.0
2156,2157.0,23.0,Female,Mobile,15.53,13.0,,6.0,1.0,0.0,1.0,11.38,56.04,1.0
2157,2158.0,48.0,Male,Mobile,13.09,15.0,11.0,5.0,1.0,0.0,,15.95,47.69,1.0
2158,2159.0,24.0,Female,Mobile,22.28,18.0,10.0,7.0,1.0,0.0,1.0,5.54,3.78,1.0
2159,2160.0,44.0,Male,Mobile,12.2,1.0,5.0,1.0,1.0,0.0,0.0,15.77,73.42,0.0
2160,2161.0,40.0,Female,Mobile,15.33,1.0,5.0,,1.0,0.0,1.0,8.88,88.27,0.0
2161,2162.0,45.0,Male,Tablet,13.04,5.0,3.0,0.0,0.0,0.0,0.0,8.62,29.72,0.0
2162,2163.0,42.0,Male,Mobile,18.27,18.0,6.0,4.0,1.0,0.0,0.0,18.65,,1.0
2163,2164.0,27.0,Female,Tablet,12.5,4.0,1.0,0.0,1.0,0.0,0.0,1.0,66.11,0.0
2164,2165.0,38.0,Male,Desktop,16.47,14.0,0.0,4.0,1.0,1.0,1.0,19.56,18.37,1.0
2165,2166.0,20.0,Female,Desktop,8.45,2.0,1.0,0.0,0.0,0.0,0.0,13.87,62.57,0.0
2166,2167.0,32.0,Male,Desktop,13.45,6.0,1.0,0.0,0.0,1.0,1.0,13.18,87.61,0.0
2167,2168.0,26.0,Male,Mobile,18.09,16.0,8.0,5.0,1.0,0.0,1.0,17.65,30.58,1.0
2168,2169.0,53.0,Male,Desktop,15.78,8.0,0.0,1.0,0.0,1.0,0.0,7.54,,0.0
2169,2170.0,47.0,Male,,17.41,11.0,11.0,,0.0,0.0,0.0,15.79,43.01,1.0
2170,2171.0,41.0,Female,Mobile,20.85,4.0,1.0,2.0,1.0,0.0,0.0,7.65,85.47,0.0
2171,2172.0,,Male,Tablet,25.5,6.0,5.0,3.0,1.0,1.0,1.0,11.91,21.37,1.0
2172,2173.0,37.0,Female,Mobile,11.13,12.0,4.0,5.0,1.0,1.0,1.0,13.95,,1.0
2173,2174.0,33.0,Female,Tablet,15.99,1.0,5.0,0.0,0.0,0.0,0.0,6.68,76.88,0.0
2174,2175.0,34.0,Male,Mobile,23.63,11.0,14.0,7.0,0.0,0.0,1.0,17.39,16.57,1.0
2175,2176.0,,Male,Tablet,3.49,9.0,4.0,0.0,1.0,1.0,0.0,1.55,50.48,0.0
2176,2177.0,54.0,Female,Tablet,17.09,13.0,8.0,9.0,1.0,1.0,1.0,6.03,9.58,1.0
2177,2178.0,45.0,Male,Mobile,7.09,4.0,5.0,1.0,1.0,0.0,1.0,2.96,78.18,0.0
2178,2179.0,20.0,Male,Desktop,17.9,8.0,2.0,0.0,0.0,0.0,0.0,19.91,81.73,0.0
2179,2180.0,32.0,Male,Tablet,16.21,13.0,12.0,9.0,1.0,0.0,1.0,28.22,44.66,1.0
2180,2181.0,51.0,Male,Mobile,17.35,15.0,12.0,5.0,0.0,1.0,1.0,25.51,25.21,1.0
2181,2182.0,19.0,Male,Desktop,15.94,12.0,10.0,4.0,0.0,0.0,1.0,18.4,39.4,1.0
2182,2183.0,52.0,Female,Mobile,21.6,12.0,11.0,8.0,0.0,0.0,1.0,13.95,,1.0
2183,2184.0,40.0,Female,Desktop,19.15,10.0,6.0,5.0,1.0,0.0,0.0,24.77,24.2,1.0
2184,2185.0,30.0,Male,Mobile,12.21,6.0,,0.0,0.0,0.0,1.0,2.97,43.18,0.0
2185,2186.0,34.0,Female,Mobile,12.9,9.0,2.0,0.0,0.0,1.0,0.0,7.34,99.0,0.0
2186,2187.0,47.0,Male,Mobile,6.25,5.0,5.0,3.0,1.0,0.0,0.0,14.09,,0.0
2187,2188.0,53.0,Male,Mobile,14.78,7.0,0.0,5.0,0.0,0.0,1.0,5.79,63.82,0.0
2188,2189.0,49.0,Male,Mobile,8.63,6.0,4.0,4.0,1.0,,1.0,1.0,99.0,0.0
2189,2190.0,44.0,Female,Desktop,2.64,5.0,4.0,2.0,0.0,1.0,0.0,1.0,73.27,0.0
2190,2191.0,31.0,Male,Mobile,9.37,13.0,4.0,7.0,1.0,0.0,1.0,6.56,51.86,1.0
2191,2192.0,31.0,Female,Desktop,5.38,3.0,4.0,0.0,1.0,1.0,0.0,9.71,66.1,0.0
2192,2193.0,37.0,Female,Tablet,12.54,14.0,3.0,2.0,0.0,0.0,0.0,8.76,66.71,0.0
2193,2194.0,29.0,Male,Desktop,12.13,1.0,6.0,3.0,0.0,0.0,1.0,6.79,99.0,0.0
2194,2195.0,37.0,Male,Mobile,20.76,11.0,5.0,7.0,1.0,1.0,0.0,12.67,23.31,1.0
2195,2196.0,44.0,Male,Tablet,24.04,10.0,5.0,3.0,0.0,1.0,0.0,9.31,1.0,1.0
2196,2197.0,18.0,Male,Tablet,12.72,18.0,5.0,,1.0,1.0,0.0,19.68,1.0,1.0
2197,2198.0,45.0,Male,Desktop,18.46,6.0,5.0,,0.0,0.0,0.0,4.44,60.75,0.0
2198,2199.0,26.0,Female,Tablet,14.78,2.0,0.0,0.0,0.0,1.0,0.0,8.29,65.9,0.0
2199,2200.0,27.0,Female,Desktop,18.83,,9.0,9.0,0.0,0.0,1.0,,33.69,1.0
2200,2201.0,28.0,Female,Desktop,3.34,4.0,1.0,3.0,1.0,0.0,1.0,8.59,74.37,0.0
2201,2202.0,29.0,Male,Mobile,14.22,12.0,9.0,4.0,0.0,0.0,1.0,14.2,22.51,1.0
2202,2203.0,,Male,Mobile,30.0,15.0,8.0,4.0,1.0,1.0,0.0,16.8,45.0,1.0
2203,2204.0,29.0,Male,Desktop,24.66,4.0,11.0,7.0,0.0,0.0,1.0,25.67,17.48,1.0
2204,2205.0,40.0,Male,Tablet,11.69,3.0,0.0,0.0,1.0,0.0,1.0,5.15,72.23,0.0
2205,2206.0,35.0,Female,Desktop,3.34,1.0,12.0,1.0,1.0,0.0,0.0,6.1,26.08,0.0
2206,2207.0,26.0,Male,Desktop,17.56,,5.0,6.0,1.0,1.0,0.0,22.61,8.65,1.0
